Data de Produção Acumulada,Cod. Ordem,Cod Recurso,Cod Produto,Qt. Total Acumulada Produzida até a data específica,Qt. Acumulada Refugada até a data específica,Qtd. Acumulada total Retrabalhada até a data específica,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo total de Massa Acumulada,Tempo Restante para Manutenção
2023-12-04,2407853,IJ-046,SA05780,257,64,24,1.0,PC,N-142/67,1.104576162915084,-386
2023-04-07,2141650,IJ-046,SA02004,895,4,3,1.0,PC,P212/1,1.383345695881906,-627
2023-10-31,1653844,IJ-118,SA02961,734,66,15,1.0,PC,P212/1,0.9474323880218603,-420
2023-02-20,2603432,IJ-046,SA02004,723,12,22,1.0,PC,P212/1,0.6461183629690066,-673
2023-08-30,8222042,IJ-117,SA02004,471,58,44,1.0,PC,P212/1,0.8845561691084474,-482
2023-10-11,7369211,IJ-117,SA05780,783,80,8,1.0,PC,P212/1,0.7245486205679479,-440
2023-11-20,2297689,IJ-118,SA05780,498,9,4,1.0,PC,N-142/67,1.0551268849960287,-400
2023-04-28,2934948,IJ-118,SA05780,150,67,14,1.0,PC,N-142/67,1.1876737378603102,-606
2023-12-31,9588747,IJ-117,SA02961,576,36,12,1.0,PC,N-142/67,1.3597050937608763,-359
2023-10-29,8259564,IJ-046,SA02004,258,84,3,1.0,PC,N-142/67,1.0059664625881266,-422
2023-06-27,6951982,IJ-046,SA02961,933,9,48,1.0,PC,N-142/67,1.4780291138676187,-546
2023-04-20,7888835,IJ-046,SA05780,91,70,18,1.0,PC,P212/1,0.7087487983625663,-614
2023-11-05,6179469,IJ-118,SA05780,668,89,8,1.0,PC,N-142/67,1.1461855733986288,-415
2023-04-11,3648094,IJ-117,SA05780,855,49,4,1.0,PC,N-142/67,1.3921665319493575,-623
2023-01-29,8394015,IJ-046,SA02961,294,8,13,1.0,PC,P212/1,0.67617134993409,-695
2023-03-11,7940842,IJ-117,SA02961,853,41,47,1.0,PC,N-142/67,1.4484422624452178,-654
2023-12-24,9657228,IJ-117,SA02961,440,93,33,1.0,PC,N-142/67,1.143409307478659,-366
2023-10-30,2934802,IJ-118,SA02961,814,3,16,1.0,PC,P212/1,1.0871588371892211,-421
2023-08-04,8370307,IJ-046,SA02004,708,85,46,1.0,PC,P212/1,0.8312460098504734,-508
2023-07-06,4652706,IJ-117,SA05780,772,80,5,1.0,PC,N-142/67,0.9387049418098603,-537
2023-08-03,9668791,IJ-046,SA02004,653,51,5,1.0,PC,N-142/67,1.3381513316750013,-509
2023-12-11,3160581,IJ-046,SA02961,835,44,44,1.0,PC,P212/1,1.4585119390913612,-379
2023-11-04,6377476,IJ-046,SA02004,69,33,44,1.0,PC,P212/1,1.4365493750282887,-416
2023-08-04,4075303,IJ-117,SA05780,685,12,8,1.0,PC,P212/1,0.7072239307070567,-508
2023-08-17,4641441,IJ-046,SA02004,237,15,28,1.0,PC,P212/1,0.720755037573549,-495
2023-08-10,7021616,IJ-118,SA05780,681,37,18,1.0,PC,N-142/67,0.894364883839631,-502
2023-08-21,4552910,IJ-117,SA02004,19,37,29,1.0,PC,P212/1,1.490182989229571,-491
2023-11-06,3185369,IJ-117,SA02961,97,82,49,1.0,PC,N-142/67,1.3390687242125636,-414
2023-05-06,8288515,IJ-046,SA02961,221,97,10,1.0,PC,P212/1,1.4928485505823117,-598
2023-04-10,5001534,IJ-118,SA02961,771,96,1,1.0,PC,N-142/67,0.5824501965281084,-624
2023-07-07,2951755,IJ-118,SA02004,347,65,48,1.0,PC,N-142/67,0.7807371380836823,-536
2023-09-08,5881184,IJ-118,SA02004,333,35,37,1.0,PC,P212/1,0.6078858297074323,-473
2023-07-15,3614389,IJ-118,SA02004,662,67,2,1.0,PC,P212/1,0.5670879587957932,-528
2023-02-17,4376100,IJ-118,SA05780,236,6,4,1.0,PC,N-142/67,0.9752026973287053,-676
2023-12-14,9082379,IJ-046,SA02004,759,53,41,1.0,PC,P212/1,0.7408937027836319,-376
2023-05-29,1928454,IJ-046,SA05780,167,5,43,1.0,PC,P212/1,0.9164302905605173,-575
2023-09-16,6813132,IJ-046,SA02961,349,91,47,1.0,PC,P212/1,0.7933548937353897,-465
2023-12-03,1755965,IJ-046,SA05780,536,65,37,1.0,PC,N-142/67,1.1668974728175279,-387
2023-02-22,9634607,IJ-118,SA02004,18,78,3,1.0,PC,P212/1,1.1874968877802166,-671
2023-04-30,4333113,IJ-118,SA05780,94,68,19,1.0,PC,N-142/67,1.1887213279839635,-604
2023-09-23,8255209,IJ-117,SA02004,144,5,4,1.0,PC,P212/1,0.5619686767933119,-458
2023-08-31,8193555,IJ-046,SA02961,945,31,37,1.0,PC,N-142/67,0.9512813488482317,-481
2023-12-20,7776556,IJ-118,SA02961,78,3,45,1.0,PC,N-142/67,0.7092343894851065,-370
2023-08-10,1583264,IJ-117,SA02004,696,97,34,1.0,PC,P212/1,0.9516027891730096,-502
2023-09-25,5252943,IJ-046,SA05780,972,92,16,1.0,PC,P212/1,0.8378718700145273,-456
2023-03-26,5539250,IJ-117,SA05780,440,81,7,1.0,PC,N-142/67,1.2137023301494811,-639
2023-12-18,8083268,IJ-046,SA02961,786,23,36,1.0,PC,P212/1,1.1584903227344978,-372
2023-07-24,2713398,IJ-046,SA02004,217,41,19,1.0,PC,P212/1,1.4418129395964074,-519
2023-07-04,3544562,IJ-046,SA02004,348,38,36,1.0,PC,N-142/67,1.1180166716122133,-539
2023-12-04,2008386,IJ-117,SA02961,191,65,28,1.0,PC,N-142/67,1.1180503020961527,-386
2023-04-21,8991959,IJ-046,SA02004,49,33,9,1.0,PC,N-142/67,1.1020044863081235,-613
2023-02-12,6426290,IJ-046,SA05780,465,9,27,1.0,PC,N-142/67,1.0334403408495025,-681
2023-04-22,2484323,IJ-046,SA02961,888,65,10,1.0,PC,N-142/67,1.0816986334133791,-612
2023-01-26,4809592,IJ-117,SA02961,857,55,16,1.0,PC,P212/1,0.5681135238212482,-698
2023-10-15,5121548,IJ-117,SA05780,927,48,30,1.0,PC,N-142/67,1.1170054734612913,-436
2023-01-27,5445705,IJ-117,SA02961,129,33,29,1.0,PC,N-142/67,0.5805675033268816,-697
2023-05-31,9343810,IJ-118,SA05780,815,82,27,1.0,PC,P212/1,0.8272332407865983,-573
2023-04-11,1319218,IJ-046,SA02004,570,91,6,1.0,PC,N-142/67,0.9977555044232752,-623
2023-09-03,7369933,IJ-118,SA02004,74,6,48,1.0,PC,N-142/67,1.0900072614122998,-478
2023-10-19,5317341,IJ-117,SA05780,403,42,6,1.0,PC,N-142/67,0.6144870878913592,-432
2023-06-29,4555144,IJ-117,SA05780,521,14,19,1.0,PC,N-142/67,0.7109410309905002,-544
2023-10-23,4754980,IJ-117,SA05780,947,84,18,1.0,PC,P212/1,0.63339413658654,-428
2023-12-19,3316735,IJ-117,SA02961,139,98,26,1.0,PC,N-142/67,0.9673224391374478,-371
2023-03-12,9672976,IJ-046,SA02961,390,23,40,1.0,PC,P212/1,1.3542165348540136,-653
2023-01-05,4095695,IJ-117,SA02004,363,4,18,1.0,PC,P212/1,1.0189516845697524,-719
2023-03-25,2372075,IJ-046,SA02004,973,71,34,1.0,PC,N-142/67,1.4131994506436616,-640
2023-11-17,3335332,IJ-117,SA05780,321,92,23,1.0,PC,N-142/67,1.0291257196858161,-403
2023-05-15,1700015,IJ-117,SA02961,316,87,49,1.0,PC,P212/1,0.6143809740603913,-589
2023-05-17,2200363,IJ-117,SA02004,940,36,47,1.0,PC,N-142/67,1.483969577813589,-587
2023-05-13,1634142,IJ-118,SA02961,57,29,43,1.0,PC,N-142/67,0.7845337495048619,-591
2023-12-25,8088901,IJ-118,SA05780,722,67,40,1.0,PC,P212/1,0.8563834332927155,-365
2023-12-15,1089125,IJ-117,SA05780,926,36,46,1.0,PC,N-142/67,0.5576252303314708,-375
2023-12-07,5636653,IJ-117,SA02004,591,35,47,1.0,PC,N-142/67,1.318003165171865,-383
2023-02-19,1739100,IJ-117,SA02961,618,15,14,1.0,PC,N-142/67,0.5723030426707759,-674
2023-04-22,7426926,IJ-118,SA05780,805,81,40,1.0,PC,P212/1,0.7042270832305186,-612
2023-01-29,8094415,IJ-046,SA02004,766,35,38,1.0,PC,N-142/67,0.6391576371673582,-695
2023-08-10,7025764,IJ-046,SA05780,497,57,48,1.0,PC,P212/1,0.6165722616466432,-502
2023-04-14,7947640,IJ-118,SA02004,403,75,41,1.0,PC,P212/1,1.1019278427531338,-620
2023-12-31,2128400,IJ-046,SA02004,239,81,31,1.0,PC,P212/1,1.0080952186971435,-359
2023-01-03,7382641,IJ-118,SA02004,335,34,14,1.0,PC,P212/1,0.6401866765879106,-721
2023-09-08,3893913,IJ-117,SA05780,562,3,45,1.0,PC,N-142/67,0.8274417686499518,-473
2023-05-27,7323125,IJ-117,SA02961,736,5,7,1.0,PC,N-142/67,1.21765142232791,-577
2023-11-23,7325149,IJ-118,SA05780,72,25,27,1.0,PC,P212/1,0.5604325124208053,-397
2023-05-05,3215456,IJ-046,SA02004,529,76,29,1.0,PC,N-142/67,0.9535239302188784,-599
2023-12-29,4872318,IJ-117,SA02004,861,86,6,1.0,PC,P212/1,0.7535767766970061,-361
2023-05-20,9161451,IJ-117,SA02961,174,91,45,1.0,PC,P212/1,0.9272630549780484,-584
2023-02-26,7326636,IJ-117,SA02004,257,18,47,1.0,PC,P212/1,1.3585826091973336,-667
2023-09-26,8197528,IJ-046,SA05780,345,26,27,1.0,PC,P212/1,0.8310532294565948,-455
2023-12-08,2267562,IJ-046,SA02004,821,87,14,1.0,PC,P212/1,0.8138106717687347,-382
2023-04-14,2102847,IJ-046,SA02004,379,56,35,1.0,PC,N-142/67,0.7829147738011694,-620
2023-05-04,9027154,IJ-046,SA02961,176,85,5,1.0,PC,P212/1,1.2671513961505239,-600
2023-10-24,3204170,IJ-117,SA05780,101,18,31,1.0,PC,N-142/67,1.410656360353254,-427
2023-09-19,2677318,IJ-117,SA02004,793,40,33,1.0,PC,P212/1,1.2896280551872996,-462
2023-06-10,2275363,IJ-046,SA05780,892,81,11,1.0,PC,N-142/67,1.351095231846997,-563
2023-08-25,2225575,IJ-118,SA05780,39,69,7,1.0,PC,N-142/67,1.490266639510724,-487
2023-03-29,9132188,IJ-117,SA05780,55,38,46,1.0,PC,N-142/67,0.5565256094779792,-636
2023-04-12,4237384,IJ-046,SA05780,988,12,2,1.0,PC,N-142/67,1.152679429116459,-622
2023-04-23,2421157,IJ-046,SA02004,114,71,24,1.0,PC,P212/1,1.277025971177411,-611
2023-01-11,6664025,IJ-117,SA02004,758,74,11,1.0,PC,N-142/67,0.70133556970689,-713
2023-03-07,4486739,IJ-046,SA02961,89,79,28,1.0,PC,N-142/67,0.9134709163225188,-658
2023-10-09,7712884,IJ-117,SA05780,247,63,24,1.0,PC,P212/1,1.0132057270902375,-442
2023-10-20,5853612,IJ-118,SA02004,147,25,28,1.0,PC,N-142/67,0.91341742515481,-431
2023-03-02,4379956,IJ-118,SA02004,486,13,45,1.0,PC,P212/1,0.6856229413617206,-663
2023-10-24,8248045,IJ-117,SA02961,523,34,9,1.0,PC,N-142/67,1.0586806541903924,-427
2023-10-21,5646348,IJ-118,SA02961,609,73,27,1.0,PC,P212/1,0.8236471928847299,-430
2023-03-18,3393193,IJ-117,SA02961,13,53,23,1.0,PC,N-142/67,0.5224878537286745,-647
2023-11-01,6500405,IJ-117,SA02004,926,57,22,1.0,PC,N-142/67,1.3971670729775827,-419
2023-11-02,9668396,IJ-117,SA02961,437,42,21,1.0,PC,N-142/67,0.6222075059671193,-418
2023-03-11,7772049,IJ-117,SA05780,121,43,4,1.0,PC,P212/1,1.0226298406560552,-654
2023-08-05,4894603,IJ-118,SA02961,665,43,24,1.0,PC,P212/1,0.916520690568351,-507
2023-10-28,8536847,IJ-117,SA02004,477,69,1,1.0,PC,P212/1,0.7436333201258338,-423
2023-07-06,9228764,IJ-118,SA02004,641,53,2,1.0,PC,N-142/67,1.09984157487493,-537
2023-05-09,9790409,IJ-118,SA02004,520,7,45,1.0,PC,N-142/67,0.5714924687376872,-595
2023-11-22,1179394,IJ-118,SA02961,698,19,47,1.0,PC,N-142/67,0.8952931666130794,-398
2023-09-25,2526491,IJ-046,SA02004,576,96,32,1.0,PC,N-142/67,0.7783348964788144,-456
2023-02-14,9724702,IJ-046,SA02961,645,13,5,1.0,PC,P212/1,1.2326064132957766,-679
2023-05-28,9444321,IJ-117,SA05780,198,64,45,1.0,PC,N-142/67,0.7023730141661382,-576
2023-10-28,9405147,IJ-117,SA02004,249,41,46,1.0,PC,P212/1,0.919039842214337,-423
2023-12-06,3094905,IJ-118,SA02961,445,52,46,1.0,PC,N-142/67,0.5003068117645209,-384
2023-02-02,5220053,IJ-118,SA02961,982,22,23,1.0,PC,N-142/67,1.1103271989835166,-691
2023-12-09,5335622,IJ-118,SA02961,128,15,19,1.0,PC,P212/1,1.1699420483137675,-381
2023-10-03,1936431,IJ-118,SA02004,701,87,18,1.0,PC,N-142/67,0.6616281067019538,-448
2023-10-04,7257247,IJ-046,SA02004,158,81,37,1.0,PC,N-142/67,1.2377560512213739,-447
2023-08-16,2295026,IJ-046,SA02004,635,87,47,1.0,PC,P212/1,1.402454587124846,-496
2023-02-12,9245461,IJ-117,SA02961,946,95,6,1.0,PC,N-142/67,0.647872333120538,-681
2023-12-09,7053876,IJ-117,SA02961,571,84,22,1.0,PC,N-142/67,1.2418137462040397,-381
2023-12-28,5034908,IJ-118,SA05780,308,68,7,1.0,PC,P212/1,0.5099163729890912,-362
2023-05-11,9066352,IJ-117,SA02961,163,5,40,1.0,PC,N-142/67,0.814621064133196,-593
2023-04-16,6089198,IJ-118,SA05780,405,34,32,1.0,PC,P212/1,1.080287794331836,-618
2023-06-12,5979929,IJ-046,SA02961,28,73,8,1.0,PC,N-142/67,1.3236398116611383,-561
2023-11-01,7379529,IJ-046,SA02961,771,53,14,1.0,PC,N-142/67,1.2639602065826998,-419
2023-10-07,2526476,IJ-118,SA02961,957,11,44,1.0,PC,N-142/67,0.6228948301105647,-444
2023-09-21,2189579,IJ-118,SA02961,90,52,35,1.0,PC,N-142/67,1.0269430435677402,-460
2023-05-20,5568319,IJ-046,SA05780,533,59,16,1.0,PC,P212/1,0.8037170691416653,-584
2023-05-25,7955756,IJ-118,SA02004,320,88,41,1.0,PC,N-142/67,1.1535419774984748,-579
2023-03-09,1341734,IJ-118,SA02961,680,54,9,1.0,PC,N-142/67,0.9842672107577349,-656
2023-01-03,9400987,IJ-117,SA02961,895,85,42,1.0,PC,P212/1,1.2297595608552654,-721
2023-05-16,6538876,IJ-118,SA05780,379,13,14,1.0,PC,N-142/67,1.0101458659885256,-588
2023-12-02,5492854,IJ-117,SA02961,75,20,23,1.0,PC,N-142/67,1.0486981633767918,-388
2023-04-10,7879009,IJ-117,SA02961,577,26,6,1.0,PC,P212/1,1.0375559142445927,-624
2023-03-08,4895999,IJ-046,SA05780,288,80,23,1.0,PC,P212/1,1.1402560873362941,-657
2023-04-26,3847034,IJ-046,SA05780,609,44,2,1.0,PC,P212/1,0.6365453046516095,-608
2023-11-22,8818272,IJ-117,SA02004,973,79,39,1.0,PC,N-142/67,1.2709549875670298,-398
2023-02-14,7565661,IJ-118,SA02004,883,12,31,1.0,PC,N-142/67,1.0560046547458317,-679
2023-08-06,1108613,IJ-118,SA05780,926,80,48,1.0,PC,P212/1,1.2506323586163877,-506
2023-07-16,4848495,IJ-118,SA05780,852,7,19,1.0,PC,N-142/67,0.6575673885933461,-527
2023-02-07,4221995,IJ-118,SA02961,751,7,37,1.0,PC,P212/1,0.5530194312863617,-686
2023-04-17,8618053,IJ-117,SA05780,484,10,27,1.0,PC,N-142/67,0.929993105109578,-617
2023-04-09,6636954,IJ-117,SA02004,42,76,5,1.0,PC,P212/1,0.5230387677110055,-625
2023-11-07,7707582,IJ-118,SA02004,984,82,19,1.0,PC,P212/1,0.8996263842945673,-413
2023-02-23,3675082,IJ-118,SA02004,374,86,30,1.0,PC,P212/1,1.2409796695645054,-670
2023-02-04,5391010,IJ-046,SA05780,624,19,15,1.0,PC,N-142/67,1.4555302527177179,-689
2023-02-09,6779978,IJ-046,SA02961,45,43,7,1.0,PC,P212/1,1.1658324081987295,-684
2023-07-05,1137692,IJ-118,SA02961,397,92,16,1.0,PC,P212/1,1.4097589962335042,-538
2023-10-26,1180952,IJ-118,SA05780,431,53,37,1.0,PC,N-142/67,0.5510161978511908,-425
2023-09-02,6014128,IJ-046,SA02961,421,94,6,1.0,PC,N-142/67,0.5268140664732659,-479
2023-04-06,3182637,IJ-118,SA02961,867,87,16,1.0,PC,P212/1,1.4263243794166176,-628
2023-02-13,6212792,IJ-046,SA05780,818,92,2,1.0,PC,P212/1,1.209247263614952,-680
2023-01-11,8044366,IJ-117,SA05780,262,46,17,1.0,PC,P212/1,1.1586299441721504,-713
2023-06-10,6873301,IJ-046,SA02961,213,73,32,1.0,PC,P212/1,1.4736510185157268,-563
2023-03-23,4308315,IJ-046,SA02961,634,44,34,1.0,PC,P212/1,0.5918158270282327,-642
2023-12-26,6003224,IJ-117,SA05780,90,66,49,1.0,PC,N-142/67,1.0094123220167637,-364
2023-12-19,8962308,IJ-046,SA02004,547,95,1,1.0,PC,P212/1,1.005450686275002,-371
2023-04-07,6027736,IJ-117,SA05780,728,25,41,1.0,PC,P212/1,0.8768234301027145,-627
2023-05-17,8234783,IJ-046,SA02004,339,66,29,1.0,PC,P212/1,0.5246668542291745,-587
2023-10-14,2364520,IJ-118,SA02004,392,2,11,1.0,PC,P212/1,1.2375172717368144,-437
2023-08-15,9978959,IJ-118,SA02961,784,35,27,1.0,PC,N-142/67,1.4590116306949383,-497
2023-08-06,5652755,IJ-046,SA02004,274,13,17,1.0,PC,N-142/67,1.005655100084807,-506
2023-07-07,3462070,IJ-117,SA02004,97,22,45,1.0,PC,N-142/67,1.1680677629839664,-536
2023-10-23,1518782,IJ-118,SA02961,665,18,42,1.0,PC,P212/1,1.0747437813128629,-428
2023-06-28,2852709,IJ-118,SA02004,306,27,30,1.0,PC,N-142/67,0.7301020111475403,-545
2023-05-29,4917559,IJ-117,SA02004,899,18,15,1.0,PC,N-142/67,1.0375931499820892,-575
2023-12-13,6894116,IJ-046,SA05780,524,65,17,1.0,PC,N-142/67,0.779518737313912,-377
2023-10-30,4553979,IJ-046,SA05780,542,81,6,1.0,PC,P212/1,1.0561058427124559,-421
2023-07-03,2208905,IJ-118,SA02961,116,27,21,1.0,PC,N-142/67,0.9881432605777308,-540
2023-06-12,5219306,IJ-118,SA02961,607,74,19,1.0,PC,P212/1,0.6955745410977606,-561
2023-09-10,5472737,IJ-118,SA02961,351,62,43,1.0,PC,N-142/67,1.4033348011265243,-471
2023-02-16,2951115,IJ-117,SA02004,779,84,24,1.0,PC,P212/1,0.7586975353658282,-677
2023-01-17,9149478,IJ-118,SA02004,992,18,45,1.0,PC,N-142/67,1.0188355082215996,-707
2023-02-15,2107648,IJ-046,SA05780,835,57,42,1.0,PC,P212/1,1.4939819672223609,-678
2023-03-19,5063858,IJ-046,SA05780,405,30,21,1.0,PC,N-142/67,0.7012464093008421,-646
2023-04-21,7815931,IJ-118,SA05780,995,73,20,1.0,PC,N-142/67,0.8293820460293115,-613
2023-04-17,5680379,IJ-046,SA02961,219,10,19,1.0,PC,N-142/67,0.6105602590703603,-617
2023-04-09,1629158,IJ-117,SA02004,736,33,2,1.0,PC,N-142/67,1.0904942649912512,-625
2023-09-13,7835168,IJ-118,SA02004,508,5,48,1.0,PC,N-142/67,0.5425096256111636,-468
2023-02-25,9189183,IJ-118,SA02961,55,80,7,1.0,PC,N-142/67,0.7713696886147159,-668
2023-02-21,6476786,IJ-118,SA02004,806,71,4,1.0,PC,P212/1,1.260449301050929,-672
2023-04-24,6543147,IJ-118,SA02961,186,9,6,1.0,PC,P212/1,1.2939485317492374,-610
2023-01-19,1284792,IJ-118,SA02961,760,62,47,1.0,PC,P212/1,0.7848668062912327,-705
2023-06-13,3985320,IJ-046,SA02004,366,70,13,1.0,PC,P212/1,0.5714179586663463,-560
2023-02-14,3049134,IJ-117,SA02004,331,65,49,1.0,PC,N-142/67,0.7388213836195742,-679
2023-10-01,3949537,IJ-046,SA05780,564,80,11,1.0,PC,N-142/67,0.9745945418956675,-450
2023-04-02,6243670,IJ-117,SA02004,432,38,40,1.0,PC,P212/1,1.1903538894336587,-632
2023-06-10,9543237,IJ-118,SA02961,964,57,34,1.0,PC,P212/1,1.1617438144027652,-563
2023-08-17,3032498,IJ-117,SA05780,225,54,25,1.0,PC,P212/1,1.1875411904884254,-495
2023-09-02,9297455,IJ-118,SA02961,651,58,41,1.0,PC,N-142/67,1.1535702694436916,-479
2023-07-18,7111413,IJ-046,SA02004,536,44,38,1.0,PC,N-142/67,1.2124463048873766,-525
2023-02-20,2307227,IJ-046,SA02004,267,13,42,1.0,PC,N-142/67,1.3154848480334642,-673
2023-04-11,1677914,IJ-117,SA02004,810,4,45,1.0,PC,P212/1,0.7932859262374293,-623
2023-11-28,5214382,IJ-046,SA02961,450,45,31,1.0,PC,N-142/67,0.7454318965824244,-392
2023-11-07,5049617,IJ-046,SA05780,430,33,47,1.0,PC,P212/1,1.181200119778738,-413
2023-07-01,8841729,IJ-046,SA02961,473,80,18,1.0,PC,P212/1,1.3815633820996025,-542
2023-10-16,4528430,IJ-046,SA02004,92,65,16,1.0,PC,N-142/67,1.0651345027263432,-435
2023-05-18,4464439,IJ-046,SA05780,523,44,39,1.0,PC,N-142/67,1.3884142595228952,-586
2023-07-17,9063100,IJ-117,SA02004,34,35,20,1.0,PC,P212/1,1.1477908502529588,-526
2023-02-24,9627760,IJ-046,SA02004,724,76,3,1.0,PC,N-142/67,1.3324418013523092,-669
2023-08-07,8247697,IJ-117,SA02961,275,69,38,1.0,PC,N-142/67,0.6768273630858822,-505
2023-02-01,6875671,IJ-117,SA02961,384,4,35,1.0,PC,P212/1,0.6738663093693309,-692
2023-06-04,5041354,IJ-046,SA05780,920,67,27,1.0,PC,N-142/67,1.002871469621393,-569
2023-09-01,3447647,IJ-118,SA02004,245,5,43,1.0,PC,P212/1,1.394213018636426,-480
2023-10-07,2825196,IJ-118,SA02961,984,31,38,1.0,PC,P212/1,1.4579377493419043,-444
2023-04-17,6196322,IJ-118,SA02961,685,85,42,1.0,PC,P212/1,0.6291595374917823,-617
2023-01-07,1898351,IJ-118,SA05780,635,80,30,1.0,PC,N-142/67,1.3343834468665148,-717
2023-11-29,7561502,IJ-117,SA05780,688,80,16,1.0,PC,N-142/67,1.4198040613011584,-391
2023-02-25,4180226,IJ-117,SA02004,285,91,36,1.0,PC,P212/1,1.3620890817101392,-668
2023-01-15,4783603,IJ-117,SA05780,837,92,38,1.0,PC,P212/1,1.4761432916383828,-709
2023-10-06,4219120,IJ-117,SA02961,425,10,12,1.0,PC,N-142/67,0.6234324927143365,-445
2023-09-14,6547227,IJ-046,SA02004,879,11,49,1.0,PC,N-142/67,1.0954425948918889,-467
2023-06-09,1549519,IJ-117,SA05780,75,9,12,1.0,PC,P212/1,0.6022072292481673,-564
2023-09-27,9044111,IJ-117,SA02004,153,60,43,1.0,PC,P212/1,0.6626186722327821,-454
2023-10-09,3357134,IJ-118,SA02004,824,7,43,1.0,PC,N-142/67,1.131303825211148,-442
2023-04-27,2138185,IJ-117,SA02004,640,46,42,1.0,PC,N-142/67,1.4113916335561814,-607
2023-09-06,1189622,IJ-118,SA02004,956,4,13,1.0,PC,P212/1,0.6954362789042964,-475
2023-04-13,1812446,IJ-118,SA05780,302,98,34,1.0,PC,P212/1,1.208055019949642,-621
2023-08-17,8130939,IJ-117,SA05780,820,77,12,1.0,PC,P212/1,0.7410379531774761,-495
2023-09-14,8417343,IJ-117,SA05780,380,41,13,1.0,PC,N-142/67,1.1055294719280355,-467
2023-12-20,7975733,IJ-118,SA02004,750,67,11,1.0,PC,N-142/67,1.2601155727376279,-370
2023-03-26,1795839,IJ-117,SA02004,927,55,23,1.0,PC,P212/1,1.218120737841834,-639
2023-11-22,4124993,IJ-117,SA02961,449,26,21,1.0,PC,P212/1,1.0861867191891816,-398
2023-04-18,3518944,IJ-117,SA02004,663,14,19,1.0,PC,P212/1,0.5629157381876301,-616
2023-04-29,2179340,IJ-118,SA02004,472,39,42,1.0,PC,P212/1,1.34554820856521,-605
2023-10-17,6778248,IJ-117,SA02961,258,59,18,1.0,PC,N-142/67,0.927800029548218,-434
2023-05-10,1893238,IJ-117,SA02004,950,52,10,1.0,PC,P212/1,0.5640786754917391,-594
2023-11-13,9223034,IJ-118,SA02961,329,35,38,1.0,PC,N-142/67,1.2507173908720985,-407
2023-07-29,9271948,IJ-117,SA02961,50,84,46,1.0,PC,P212/1,1.1974465749156358,-514
2023-04-02,1545858,IJ-046,SA02004,632,95,20,1.0,PC,P212/1,1.3237789906815554,-632
2023-06-11,7099229,IJ-118,SA05780,903,43,19,1.0,PC,P212/1,1.0635375887773337,-562
2023-06-27,6998151,IJ-118,SA02004,67,46,8,1.0,PC,N-142/67,1.2929698510548406,-546
2023-01-05,9124087,IJ-117,SA02961,456,58,45,1.0,PC,P212/1,1.3398207849183872,-719
2023-02-15,4721105,IJ-046,SA02004,482,15,9,1.0,PC,N-142/67,0.9813151516910462,-678
2023-08-04,4660952,IJ-046,SA02961,660,63,34,1.0,PC,P212/1,1.4782609352275853,-508
2023-09-25,1791321,IJ-117,SA02004,368,36,35,1.0,PC,N-142/67,1.4905080036060911,-456
2023-07-17,8973434,IJ-118,SA05780,75,49,17,1.0,PC,P212/1,0.8448283929509383,-526
2023-01-02,6907229,IJ-118,SA05780,756,87,39,1.0,PC,P212/1,0.7735306229757566,-722
2023-01-27,8137910,IJ-117,SA02004,768,66,9,1.0,PC,P212/1,1.2413713389968637,-697
2023-12-23,1893637,IJ-117,SA05780,896,20,25,1.0,PC,N-142/67,0.8625252448415953,-367
2023-05-06,7051907,IJ-117,SA02961,954,2,43,1.0,PC,N-142/67,0.8488252649625394,-598
2023-09-08,7867695,IJ-118,SA02961,612,61,2,1.0,PC,P212/1,0.609076246427872,-473
2023-08-16,8532865,IJ-118,SA02004,182,72,30,1.0,PC,P212/1,1.4410266231923259,-496
2023-02-08,4827550,IJ-117,SA02004,970,97,3,1.0,PC,N-142/67,0.5146013396998079,-685
2023-06-24,9885650,IJ-117,SA02961,689,18,16,1.0,PC,N-142/67,1.4168757720964402,-549
2023-06-14,5039263,IJ-117,SA02961,121,85,3,1.0,PC,P212/1,0.6623413092124621,-559
2023-11-14,7664993,IJ-046,SA02961,579,6,15,1.0,PC,P212/1,0.5316480741813013,-406
2023-07-14,7345303,IJ-046,SA05780,74,43,45,1.0,PC,N-142/67,1.2405226503550724,-529
2023-05-03,3359032,IJ-117,SA05780,269,71,39,1.0,PC,N-142/67,0.9133587573532672,-601
2023-07-24,6913103,IJ-117,SA02961,594,12,47,1.0,PC,P212/1,1.4947117914713015,-519
2023-11-28,2684867,IJ-046,SA02004,590,17,31,1.0,PC,P212/1,0.7482121258215857,-392
2023-03-09,4870963,IJ-118,SA02004,402,35,23,1.0,PC,N-142/67,0.7588312800243847,-656
2023-11-15,5542900,IJ-046,SA02004,576,28,23,1.0,PC,N-142/67,1.4230727885586827,-405
2023-04-24,6491261,IJ-046,SA02961,338,41,11,1.0,PC,N-142/67,0.6525312982463082,-610
2023-12-19,1298792,IJ-117,SA02961,718,72,22,1.0,PC,P212/1,0.9799009636574394,-371
2023-09-15,2785673,IJ-046,SA02004,590,66,35,1.0,PC,P212/1,0.8381953262558889,-466
2023-06-07,8520868,IJ-046,SA05780,654,99,13,1.0,PC,P212/1,1.3932907845500138,-566
2023-11-05,3157816,IJ-046,SA05780,567,55,30,1.0,PC,N-142/67,0.8312761074222339,-415
